Date & Time,Temperature,Clouds,Humidity,Barometer,Wind,Wind Direction
"Monday, 7 September 2015, 12:00 — 18:00",37 / 35 °C,Clear,35%,1007 mbar,12 km/h,WSW
"Monday, 7 September 2015, 18:00 — 00:00",34 / 29 °C,Clear,53%,1007 mbar,3 km/h,E
"Tuesday, 8 September 2015, 00:00 — 06:00",29 / 28 °C,Clear,71%,1007 mbar,2 km/h,WSW
"Tuesday, 8 September 2015, 06:00 — 12:00",36 / 28 °C,Clear,57%,1009 mbar,7 km/h,W
"Tuesday, 8 September 2015, 12:00 — 18:00",38 / 36 °C,Passing clouds,45%,1007 mbar,12 km/h,WNW
"Tuesday, 8 September 2015, 18:00 — 00:00",35 / 29 °C,Passing clouds,51%,1006 mbar,10 km/h,W
"Wednesday, 9 September 2015, 00:00 — 06:00",29 / 25 °C,Passing clouds,69%,1006 mbar,4 km/h,SSW
"Wednesday, 9 September 2015, 06:00 — 12:00",37 / 33 °C,Clear,37%,1009 mbar,7 km/h,W
"Wednesday, 9 September 2015, 12:00 — 18:00",38 / 35 °C,Clear,33%,1007 mbar,10 km/h,W
"Wednesday, 9 September 2015, 18:00 — 00:00",34 / 30 °C,Haze,47%,1007 mbar,4 km/h,W
"Thursday, 10 September 2015, 00:00 — 06:00",30 / 26 °C,Clear,68%,1008 mbar,5 km/h,SE
"Thursday, 10 September 2015, 06:00 — 12:00",36 / 26 °C,Clear,59%,1011 mbar,5 km/h,SE
"Thursday, 10 September 2015, 12:00 — 18:00",38 / 35 °C,Passing clouds,42%,1008 mbar,11 km/h,WNW
"Thursday, 10 September 2015, 18:00 — 00:00",34 / 30 °C,Clear,53%,1008 mbar,2 km/h,W
"Friday, 11 September 2015, 00:00 — 06:00",30 / 27 °C,Clear,67%,1008 mbar,4 km/h,S
"Friday, 11 September 2015, 06:00 — 12:00",37 / 34 °C,Clear,47%,1010 mbar,8 km/h,S
"Friday, 11 September 2015, 12:00 — 18:00",38 / 35 °C,Scattered clouds,39%,1007 mbar,8 km/h,SSE
"Friday, 11 September 2015, 18:00 — 00:00",35 / 30 °C,Haze,50%,1007 mbar,2 km/h,WNW
"Saturday, 12 September 2015, 00:00 — 06:00",30 / 27 °C,Clear,64%,1007 mbar,2 km/h,S
"Saturday, 12 September 2015, 06:00 — 12:00",37 / 28 °C,Clear,52%,1009 mbar,4 km/h,SSE
"Saturday, 12 September 2015, 12:00 — 18:00",37 / 34 °C,Passing clouds,41%,1007 mbar,7 km/h,SSE
"Saturday, 12 September 2015, 18:00 — 00:00",33 / 29 °C,Passing clouds,65%,1007 mbar,5 km/h,SE
"Sunday, 13 September 2015, 00:00 — 06:00",29 / 27 °C,Clear,74%,1008 mbar,7 km/h,S
"Sunday, 13 September 2015, 06:00 — 12:00",36 / 28 °C,Sunny,58%,1011 mbar,10 km/h,S
"Sunday, 13 September 2015, 12:00 — 18:00",38 / 34 °C,Scattered clouds,40%,1007 mbar,7 km/h,W
"Sunday, 13 September 2015, 18:00 — 00:00",34 / 30 °C,Passing clouds,54%,1006 mbar,4 km/h,SSW
"Monday, 14 September 2015, 00:00 — 06:00",30 / 27 °C,Clear,72%,1006 mbar,3 km/h,SSW
"Monday, 14 September 2015, 06:00 — 12:00",36 / 27 °C,Clear,58%,1007 mbar,6 km/h,ENE
"Monday, 14 September 2015, 12:00 — 18:00",38 / 36 °C,Passing clouds,41%,1004 mbar,7 km/h,W
"Monday, 14 September 2015, 18:00 — 00:00",34 / 30 °C,Clear,60%,1004 mbar,5 km/h,SE
"Tuesday, 15 September 2015, 00:00 — 06:00",30 / 27 °C,Clear,77%,1004 mbar,5 km/h,SE
"Tuesday, 15 September 2015, 06:00 — 12:00",36 / 31 °C,Clear,55%,1007 mbar,10 km/h,S
"Tuesday, 15 September 2015, 12:00 — 18:00",38 / 34 °C,Scattered clouds,42%,1005 mbar,10 km/h,S
"Tuesday, 15 September 2015, 18:00 — 00:00",33 / 30 °C,Passing clouds,60%,1005 mbar,6 km/h,SE
"Wednesday, 16 September 2015, 00:00 — 06:00",30 / 27 °C,Clear,68%,1005 mbar,4 km/h,S
"Wednesday, 16 September 2015, 06:00 — 12:00",36 / 27 °C,Clear,60%,1006 mbar,7 km/h,SW
"Wednesday, 16 September 2015, 12:00 — 18:00",37 / 19 °C,Scattered clouds,63%,1006 mbar,18 km/h,ENE
"Wednesday, 16 September 2015, 18:00 — 00:00",28 / 24 °C,Passing clouds,76%,1006 mbar,6 km/h,ESE
"Thursday, 17 September 2015, 00:00 — 06:00",24 / 22 °C,Clear,83%,1006 mbar,4 km/h,N
"Thursday, 17 September 2015, 06:00 — 12:00",32 / 23 °C,Clear,61%,1008 mbar,6 km/h,E
"Thursday, 17 September 2015, 12:00 — 18:00",34 / 32 °C,Clear,46%,1006 mbar,8 km/h,ESE
"Thursday, 17 September 2015, 18:00 — 00:00",32 / 28 °C,Clear,64%,1006 mbar,4 km/h,SE
"Friday, 18 September 2015, 00:00 — 06:00",28 / 26 °C,Clear,80%,1006 mbar,5 km/h,SSE
"Friday, 18 September 2015, 06:00 — 12:00",33 / 26 °C,Clear,68%,1009 mbar,6 km/h,SSE
"Friday, 18 September 2015, 12:00 — 18:00",35 / 33 °C,Clear,51%,1007 mbar,9 km/h,E
"Friday, 18 September 2015, 18:00 — 00:00",32 / 28 °C,Clear,67%,1007 mbar,6 km/h,SSE
"Saturday, 19 September 2015, 00:00 — 06:00",28 / 26 °C,Clear,79%,1007 mbar,2 km/h,SE
"Saturday, 19 September 2015, 06:00 — 12:00",33 / 26 °C,Scattered clouds,70%,1008 mbar,4 km/h,SE
"Saturday, 19 September 2015, 12:00 — 18:00",33 / 31 °C,Scattered clouds,59%,1006 mbar,11 km/h,SSE
"Saturday, 19 September 2015, 18:00 — 00:00",31 / 28 °C,Passing clouds,70%,1006 mbar,5 km/h,SE
"Sunday, 20 September 2015, 00:00 — 06:00",28 / 26 °C,Passing clouds,79%,1005 mbar,0 km/h,N
"Sunday, 20 September 2015, 06:00 — 12:00",31 / 26 °C,Scattered clouds,72%,1007 mbar,8 km/h,NNE
"Sunday, 20 September 2015, 12:00 — 18:00",31 / 26 °C,Broken clouds,82%,1005 mbar,17 km/h,SE
"Sunday, 20 September 2015, 18:00 — 00:00",26 / 25 °C,Passing clouds,86%,1005 mbar,5 km/h,SE
"Monday, 21 September 2015, 00:00 — 06:00",25 / 24 °C,Passing clouds,83%,1005 mbar,8 km/h,N
"Monday, 21 September 2015, 06:00 — 12:00",28 / 27 °C,Mostly cloudy,73%,1006 mbar,8 km/h,NNE
"Monday, 21 September 2015, 12:00 — 18:00",28 / 27 °C,Drizzle. More clouds than sun,78%,1004 mbar,7 km/h,E
"Monday, 21 September 2015, 18:00 — 00:00",27 / 25 °C,Partly cloudy,82%,1003 mbar,5 km/h,NNE
"Tuesday, 22 September 2015, 00:00 — 06:00",25 / 21 °C,Thunderstorms. More clouds than sun,92%,1003 mbar,19 km/h,NNE
"Tuesday, 22 September 2015, 06:00 — 12:00",24 / 21 °C,Thunderstorms. Broken clouds,98%,1002 mbar,16 km/h,E
"Tuesday, 22 September 2015, 12:00 — 18:00",24 / 21 °C,Thunderstorms. Mostly cloudy,100%,998 mbar,14 km/h,E
"Tuesday, 22 September 2015, 18:00 — 00:00",33 / 22 °C,Partly cloudy,90%,1002 mbar,16 km/h,SW
"Wednesday, 23 September 2015, 00:00 — 06:00",22 / 22 °C,Passing clouds,94%,1005 mbar,8 km/h,S
"Wednesday, 23 September 2015, 06:00 — 12:00",29 / 24 °C,Scattered clouds,74%,1009 mbar,9 km/h,S
"Wednesday, 23 September 2015, 12:00 — 18:00",30 / 24 °C,Thunderstorms. Scattered clouds,74%,1008 mbar,9 km/h,SE
"Wednesday, 23 September 2015, 18:00 — 00:00",25 / 24 °C,Clear,80%,1008 mbar,1 km/h,E
"Thursday, 24 September 2015, 00:00 — 06:00",24 / 22 °C,Passing clouds,85%,1007 mbar,1 km/h,WSW
"Thursday, 24 September 2015, 06:00 — 12:00",30 / 22 °C,Fog,80%,1007 mbar,1 km/h,ENE
"Thursday, 24 September 2015, 12:00 — 18:00",31 / 28 °C,Thundershowers. Scattered clouds,66%,1005 mbar,11 km/h,NNE
"Thursday, 24 September 2015, 18:00 — 00:00",27 / 25 °C,Passing clouds,79%,1005 mbar,1 km/h,NE
"Friday, 25 September 2015, 00:00 — 06:00",25 / 23 °C,Clear,86%,1004 mbar,1 km/h,SE
"Friday, 25 September 2015, 06:00 — 12:00",32 / 26 °C,Scattered clouds,66%,1006 mbar,5 km/h,E
"Friday, 25 September 2015, 12:00 — 18:00",32 / 30 °C,Scattered clouds,55%,1004 mbar,6 km/h,E
"Friday, 25 September 2015, 18:00 — 00:00",30 / 26 °C,Passing clouds,70%,1005 mbar,6 km/h,ESE
"Saturday, 26 September 2015, 00:00 — 06:00",26 / 24 °C,Clear,77%,1004 mbar,4 km/h,SE
"Saturday, 26 September 2015, 06:00 — 12:00",31 / 24 °C,Clear,68%,1007 mbar,9 km/h,SSE
"Saturday, 26 September 2015, 12:00 — 18:00",33 / 31 °C,Passing clouds,56%,1006 mbar,8 km/h,SE
"Saturday, 26 September 2015, 18:00 — 00:00",31 / 27 °C,Passing clouds,72%,1008 mbar,7 km/h,E
"Sunday, 27 September 2015, 00:00 — 06:00",27 / 25 °C,Passing clouds,83%,1007 mbar,2 km/h,NE
"Sunday, 27 September 2015, 06:00 — 12:00",30 / 25 °C,Fog,75%,1010 mbar,9 km/h,NW
"Sunday, 27 September 2015, 12:00 — 18:00",32 / 25 °C,Scattered clouds,70%,1009 mbar,9 km/h,E
"Sunday, 27 September 2015, 18:00 — 00:00",27 / 25 °C,Clear,69%,1010 mbar,0 km/h,W
"Monday, 28 September 2015, 00:00 — 06:00",25 / 22 °C,Clear,84%,1009 mbar,0 km/h,N
"Monday, 28 September 2015, 06:00 — 12:00",31 / 22 °C,Fog,73%,1012 mbar,3 km/h,SW
"Monday, 28 September 2015, 12:00 — 18:00",34 / 31 °C,Clear,48%,1010 mbar,8 km/h,W
"Monday, 28 September 2015, 18:00 — 00:00",30 / 26 °C,Clear,69%,1010 mbar,0 km/h,N
"Tuesday, 29 September 2015, 00:00 — 06:00",26 / 23 °C,Clear,85%,1010 mbar,5 km/h,NNW
"Tuesday, 29 September 2015, 06:00 — 12:00",30 / 24 °C,Clear,57%,1014 mbar,21 km/h,N
"Tuesday, 29 September 2015, 12:00 — 18:00",34 / 30 °C,Sunny,44%,1014 mbar,14 km/h,NNW
"Tuesday, 29 September 2015, 18:00 — 00:00",30 / 26 °C,Clear,59%,1014 mbar,9 km/h,NNW
"Wednesday, 30 September 2015, 00:00 — 06:00",26 / 22 °C,Clear,71%,1013 mbar,10 km/h,NW
"Wednesday, 30 September 2015, 06:00 — 12:00",33 / 22 °C,Clear,58%,1014 mbar,9 km/h,WNW
"Wednesday, 30 September 2015, 12:00 — 18:00",35 / 33 °C,Clear,37%,1014 mbar,10 km/h,WNW
"Wednesday, 30 September 2015, 18:00 — 00:00",30 / 27 °C,Clear,58%,1013 mbar,1 km/h,NW
"Thursday, 1 October 2015, 00:00 — 06:00",26 / 24 °C,Clear,69%,1013 mbar,3 km/h,W
"Thursday, 1 October 2015, 06:00 — 12:00",33 / 24 °C,Sunny,54%,1015 mbar,5 km/h,W
"Thursday, 1 October 2015, 12:00 — 18:00",37 / 33 °C,Clear,34%,1013 mbar,4 km/h,WSW
"Thursday, 1 October 2015, 18:00 — 00:00",32 / 27 °C,Clear,47%,1013 mbar,0 km/h,N
"Friday, 2 October 2015, 00:00 — 06:00",26 / 23 °C,Clear,69%,1013 mbar,1 km/h,SSE
"Friday, 2 October 2015, 06:00 — 12:00",34 / 23 °C,Clear,61%,1015 mbar,3 km/h,W
"Friday, 2 October 2015, 12:00 — 18:00",36 / 33 °C,Clear,35%,1012 mbar,9 km/h,W
"Friday, 2 October 2015, 18:00 — 00:00",32 / 27 °C,Clear,57%,1011 mbar,2 km/h,W
"Saturday, 3 October 2015, 00:00 — 06:00",26 / 23 °C,Clear,77%,1010 mbar,1 km/h,SW
"Saturday, 3 October 2015, 06:00 — 12:00",34 / 23 °C,Clear,60%,1011 mbar,4 km/h,SE
"Saturday, 3 October 2015, 12:00 — 18:00",37 / 33 °C,Clear,33%,1009 mbar,8 km/h,SSE
"Saturday, 3 October 2015, 18:00 — 00:00",33 / 26 °C,Clear,55%,1009 mbar,7 km/h,SE
"Sunday, 4 October 2015, 00:00 — 06:00",26 / 23 °C,Clear,80%,1009 mbar,4 km/h,E
"Sunday, 4 October 2015, 06:00 — 12:00",31 / 23 °C,Clear,74%,1012 mbar,8 km/h,ESE
"Sunday, 4 October 2015, 12:00 — 18:00",34 / 31 °C,Haze,48%,1010 mbar,10 km/h,E
"Sunday, 4 October 2015, 18:00 — 00:00",30 / 27 °C,Clear,68%,1011 mbar,6 km/h,NE
"Monday, 5 October 2015, 00:00 — 06:00",27 / 23 °C,Clear,77%,1011 mbar,4 km/h,NE
"Monday, 5 October 2015, 06:00 — 12:00",32 / 23 °C,Clear,63%,1014 mbar,4 km/h,E
"Monday, 5 October 2015, 12:00 — 18:00",34 / 31 °C,Clear,45%,1011 mbar,8 km/h,ENE
"Monday, 5 October 2015, 18:00 — 00:00",31 / 26 °C,Clear,60%,1011 mbar,0 km/h,N
"Tuesday, 6 October 2015, 00:00 — 06:00",26 / 23 °C,Clear,76%,1010 mbar,1 km/h,SE
"Tuesday, 6 October 2015, 06:00 — 12:00",33 / 24 °C,Passing clouds,64%,1013 mbar,3 km/h,SE
"Tuesday, 6 October 2015, 12:00 — 18:00",36 / 32 °C,Clear,42%,1010 mbar,6 km/h,WNW
"Tuesday, 6 October 2015, 18:00 — 00:00",31 / 29 °C,Passing clouds,60%,1010 mbar,2 km/h,W
"Wednesday, 7 October 2015, 00:00 — 06:00",28 / 26 °C,Passing clouds,72%,1010 mbar,4 km/h,NW
"Wednesday, 7 October 2015, 06:00 — 12:00",34 / 26 °C,Clear,55%,1012 mbar,6 km/h,NNE
"Wednesday, 7 October 2015, 12:00 — 18:00",36 / 34 °C,Clear,32%,1010 mbar,11 km/h,WNW
"Wednesday, 7 October 2015, 18:00 — 00:00",34 / 27 °C,Clear,51%,1011 mbar,2 km/h,WNW
"Thursday, 8 October 2015, 00:00 — 06:00",26 / 23 °C,Clear,73%,1010 mbar,1 km/h,SSW
"Thursday, 8 October 2015, 06:00 — 12:00",33 / 23 °C,Clear,58%,1011 mbar,3 km/h,NW
"Thursday, 8 October 2015, 12:00 — 18:00",36 / 34 °C,Clear,30%,1008 mbar,8 km/h,WNW
"Thursday, 8 October 2015, 18:00 — 00:00",33 / 27 °C,Clear,53%,1008 mbar,1 km/h,W
"Friday, 9 October 2015, 00:00 — 06:00",27 / 24 °C,Clear,68%,1007 mbar,0 km/h,N
"Friday, 9 October 2015, 06:00 — 12:00",33 / 23 °C,Clear,59%,1007 mbar,9 km/h,SSE
"Friday, 9 October 2015, 12:00 — 18:00",36 / 33 °C,Sunny,38%,1004 mbar,7 km/h,SSE
"Friday, 9 October 2015, 18:00 — 00:00",32 / 26 °C,Warm,63%,1004 mbar,7 km/h,ESE
"Saturday, 10 October 2015, 00:00 — 06:00",26 / 23 °C,Clear,72%,1004 mbar,1 km/h,SE
"Saturday, 10 October 2015, 06:00 — 12:00",32 / 23 °C,Clear,65%,1007 mbar,8 km/h,SE
"Saturday, 10 October 2015, 12:00 — 18:00",35 / 31 °C,Clear,45%,1004 mbar,9 km/h,SE
"Saturday, 10 October 2015, 18:00 — 00:00",30 / 26 °C,Clear,66%,1006 mbar,6 km/h,ESE
"Sunday, 11 October 2015, 00:00 — 06:00",25 / 23 °C,Clear,76%,1007 mbar,7 km/h,E
"Sunday, 11 October 2015, 06:00 — 12:00",33 / 23 °C,Clear,66%,1010 mbar,11 km/h,ESE
"Sunday, 11 October 2015, 12:00 — 18:00",34 / 30 °C,Haze,48%,1008 mbar,10 km/h,E
"Sunday, 11 October 2015, 18:00 — 00:00",30 / 27 °C,Clear,68%,1010 mbar,7 km/h,ENE
"Monday, 12 October 2015, 00:00 — 06:00",27 / 25 °C,Clear,77%,1010 mbar,1 km/h,NE
"Monday, 12 October 2015, 06:00 — 12:00",29 / 29 °C,Clear,70%,1013 mbar,7 km/h,ESE
"Monday, 12 October 2015, 12:00 — 18:00",35 / 32 °C,Passing clouds,46%,1010 mbar,6 km/h,NE
"Monday, 12 October 2015, 18:00 — 00:00",31 / 27 °C,Clear,66%,1011 mbar,6 km/h,ENE
"Tuesday, 13 October 2015, 00:00 — 06:00",27 / 24 °C,Clear,83%,1011 mbar,1 km/h,NE
"Tuesday, 13 October 2015, 06:00 — 12:00",31 / 24 °C,Clear,77%,1013 mbar,6 km/h,SE
"Tuesday, 13 October 2015, 12:00 — 18:00",34 / 31 °C,Passing clouds,51%,1012 mbar,8 km/h,SE
"Tuesday, 13 October 2015, 18:00 — 00:00",31 / 26 °C,Clear,70%,1013 mbar,7 km/h,SE
"Wednesday, 14 October 2015, 00:00 — 06:00",26 / 24 °C,Fog,85%,1013 mbar,7 km/h,SE
"Wednesday, 14 October 2015, 06:00 — 12:00",27 / 23 °C,Fog,77%,931 mbar,15 km/h,SSE
"Wednesday, 14 October 2015, 12:00 — 18:00",28 / 25 °C,Scattered clouds,64%,1015 mbar,12 km/h,ENE
"Wednesday, 14 October 2015, 18:00 — 00:00",25 / 23 °C,Passing clouds,71%,1016 mbar,7 km/h,WNW
"Thursday, 15 October 2015, 00:00 — 06:00",23 / 20 °C,Passing clouds,77%,1015 mbar,6 km/h,NE
"Thursday, 15 October 2015, 06:00 — 12:00",29 / 20 °C,Clear,67%,1017 mbar,2 km/h,SSE
"Thursday, 15 October 2015, 12:00 — 18:00",33 / 28 °C,Clear,42%,1015 mbar,7 km/h,ENE
"Thursday, 15 October 2015, 18:00 — 00:00",28 / 25 °C,Clear,61%,1014 mbar,7 km/h,ENE
"Friday, 16 October 2015, 00:00 — 06:00",25 / 21 °C,Clear,72%,1015 mbar,4 km/h,NE
"Friday, 16 October 2015, 06:00 — 12:00",30 / 21 °C,Clear,61%,1017 mbar,2 km/h,E
"Friday, 16 October 2015, 12:00 — 18:00",32 / 28 °C,Haze,48%,1015 mbar,11 km/h,NE
"Friday, 16 October 2015, 18:00 — 00:00",28 / 25 °C,Clear,64%,1016 mbar,4 km/h,NE
"Saturday, 17 October 2015, 00:00 — 06:00",25 / 23 °C,Clear,72%,1015 mbar,3 km/h,NNE
"Saturday, 17 October 2015, 06:00 — 12:00",30 / 22 °C,Clear,62%,1016 mbar,7 km/h,W
"Saturday, 17 October 2015, 12:00 — 18:00",33 / 31 °C,Passing clouds,42%,1013 mbar,6 km/h,NW
"Saturday, 17 October 2015, 18:00 — 00:00",31 / 24 °C,Clear,64%,1014 mbar,4 km/h,ESE
"Sunday, 18 October 2015, 00:00 — 06:00",24 / 22 °C,Clear,80%,1014 mbar,4 km/h,SE
"Sunday, 18 October 2015, 06:00 — 12:00",31 / 22 °C,Clear,65%,1016 mbar,6 km/h,SSE
"Sunday, 18 October 2015, 12:00 — 18:00",33 / 30 °C,Scattered clouds,48%,1014 mbar,7 km/h,SSE
"Sunday, 18 October 2015, 18:00 — 00:00",30 / 25 °C,Passing clouds,69%,1014 mbar,8 km/h,E
"Monday, 19 October 2015, 00:00 — 06:00",24 / 21 °C,Passing clouds,86%,1014 mbar,17 km/h,NE
"Monday, 19 October 2015, 06:00 — 12:00",27 / 22 °C,Scattered clouds,60%,1017 mbar,20 km/h,NE
"Monday, 19 October 2015, 12:00 — 18:00",27 / 27 °C,Scattered clouds,53%,1014 mbar,12 km/h,NE
"Monday, 19 October 2015, 18:00 — 00:00",26 / 21 °C,Passing clouds,65%,844 mbar,7 km/h,NNE
"Tuesday, 20 October 2015, 00:00 — 06:00",21 / 19 °C,Passing clouds,73%,701 mbar,7 km/h,NNE
"Tuesday, 20 October 2015, 06:00 — 12:00",28 / 19 °C,Scattered clouds,68%,1014 mbar,6 km/h,NNE
"Tuesday, 20 October 2015, 12:00 — 18:00",31 / 28 °C,Passing clouds,50%,1011 mbar,10 km/h,NW
"Tuesday, 20 October 2015, 18:00 — 00:00",27 / 23 °C,Clear,68%,1012 mbar,8 km/h,NNW
"Wednesday, 21 October 2015, 00:00 — 06:00",23 / 20 °C,Clear,73%,1012 mbar,3 km/h,W
"Wednesday, 21 October 2015, 06:00 — 12:00",29 / 19 °C,Passing clouds,63%,1014 mbar,9 km/h,NNW
"Wednesday, 21 October 2015, 12:00 — 18:00",32 / 28 °C,Clear,41%,1012 mbar,11 km/h,WNW
"Wednesday, 21 October 2015, 18:00 — 00:00",28 / 22 °C,Clear,57%,1013 mbar,2 km/h,WNW
"Thursday, 22 October 2015, 00:00 — 06:00",22 / 21 °C,Clear,71%,1013 mbar,1 km/h,W
"Thursday, 22 October 2015, 06:00 — 12:00",30 / 19 °C,Clear,58%,1015 mbar,5 km/h,WNW
"Thursday, 22 October 2015, 12:00 — 18:00",32 / 28 °C,Scattered clouds,36%,1013 mbar,22 km/h,WNW
"Thursday, 22 October 2015, 18:00 — 00:00",27 / 23 °C,Clear,58%,1014 mbar,1 km/h,WNW
"Friday, 23 October 2015, 00:00 — 06:00",21 / 19 °C,Clear,77%,1013 mbar,0 km/h,N
"Friday, 23 October 2015, 06:00 — 12:00",30 / 26 °C,Scattered clouds,42%,1015 mbar,10 km/h,WNW
"Friday, 23 October 2015, 12:00 — 18:00",32 / 29 °C,Scattered clouds,38%,1013 mbar,8 km/h,WNW
"Friday, 23 October 2015, 18:00 — 00:00",29 / 22 °C,Passing clouds,55%,1013 mbar,1 km/h,SSW
"Saturday, 24 October 2015, 00:00 — 06:00",22 / 19 °C,Passing clouds,78%,1012 mbar,2 km/h,ESE
"Saturday, 24 October 2015, 06:00 — 12:00",30 / 19 °C,Fog,60%,1013 mbar,3 km/h,NE
"Saturday, 24 October 2015, 12:00 — 18:00",33 / 29 °C,Scattered clouds,33%,1011 mbar,5 km/h,SW
"Saturday, 24 October 2015, 18:00 — 00:00",35 / 24 °C,Passing clouds,49%,1012 mbar,8 km/h,E
"Sunday, 25 October 2015, 00:00 — 06:00",24 / 20 °C,Thundershowers. Partly cloudy,72%,1013 mbar,6 km/h,ESE
"Sunday, 25 October 2015, 06:00 — 12:00",24 / 20 °C,Broken clouds,78%,1017 mbar,10 km/h,SE
"Sunday, 25 October 2015, 12:00 — 18:00",23 / 20 °C,More clouds than sun,73%,1017 mbar,19 km/h,NNW
"Sunday, 25 October 2015, 18:00 — 00:00",20 / 17 °C,Partly cloudy,86%,1017 mbar,14 km/h,NE
"Monday, 26 October 2015, 00:00 — 06:00",17 / 15 °C,Passing clouds,84%,1017 mbar,9 km/h,ENE
"Monday, 26 October 2015, 06:00 — 12:00",25 / 15 °C,Scattered clouds,71%,1020 mbar,13 km/h,E
"Monday, 26 October 2015, 12:00 — 18:00",29 / 24 °C,Passing clouds,50%,1017 mbar,14 km/h,N
"Monday, 26 October 2015, 18:00 — 00:00",24 / 20 °C,Passing clouds,75%,1018 mbar,9 km/h,NNW
"Tuesday, 27 October 2015, 00:00 — 06:00",20 / 17 °C,Passing clouds,87%,1017 mbar,11 km/h,NNW
"Tuesday, 27 October 2015, 06:00 — 12:00",24 / 20 °C,Clear,54%,1018 mbar,8 km/h,NNE
"Tuesday, 27 October 2015, 12:00 — 18:00",28 / 24 °C,Clear,39%,1016 mbar,13 km/h,NW
"Tuesday, 27 October 2015, 18:00 — 00:00",24 / 18 °C,Passing clouds,60%,1016 mbar,8 km/h,NNW
"Wednesday, 28 October 2015, 00:00 — 06:00",18 / 16 °C,Passing clouds,75%,1015 mbar,7 km/h,NNW
"Wednesday, 28 October 2015, 06:00 — 12:00",28 / 16 °C,Passing clouds,55%,1018 mbar,11 km/h,WSW
"Wednesday, 28 October 2015, 12:00 — 18:00",28 / 26 °C,Clear,35%,1017 mbar,9 km/h,NNW
"Wednesday, 28 October 2015, 18:00 — 00:00",26 / 19 °C,Clear,58%,1016 mbar,3 km/h,NNW
"Thursday, 29 October 2015, 00:00 — 06:00",19 / 15 °C,Clear,83%,1017 mbar,1 km/h,NE
"Thursday, 29 October 2015, 06:00 — 12:00",26 / 15 °C,Fog,70%,1018 mbar,4 km/h,NE
"Thursday, 29 October 2015, 12:00 — 18:00",29 / 26 °C,Clear,39%,1016 mbar,4 km/h,NW
"Thursday, 29 October 2015, 18:00 — 00:00",26 / 20 °C,Clear,58%,1018 mbar,1 km/h,SSE
"Friday, 30 October 2015, 00:00 — 06:00",20 / 16 °C,Clear,73%,1018 mbar,1 km/h,ESE
"Friday, 30 October 2015, 06:00 — 12:00",27 / 15 °C,Clear,63%,1020 mbar,2 km/h,SE
"Friday, 30 October 2015, 12:00 — 18:00",28 / 25 °C,Haze,44%,1018 mbar,8 km/h,NNW
"Friday, 30 October 2015, 18:00 — 00:00",34 / 20 °C,Clear,55%,1017 mbar,3 km/h,NW
"Saturday, 31 October 2015, 00:00 — 06:00",20 / 17 °C,Clear,76%,1017 mbar,0 km/h,N
"Saturday, 31 October 2015, 06:00 — 12:00",26 / 21 °C,Clear,56%,1019 mbar,6 km/h,NNW
"Saturday, 31 October 2015, 12:00 — 18:00",29 / 26 °C,Haze,38%,1017 mbar,9 km/h,NNW
"Saturday, 31 October 2015, 18:00 — 00:00",26 / 21 °C,Clear,56%,1018 mbar,1 km/h,NW
"Sunday, 1 November 2015, 00:00 — 06:00",21 / 18 °C,Clear,75%,1018 mbar,0 km/h,N
"Sunday, 1 November 2015, 06:00 — 12:00",27 / 16 °C,Scattered clouds,65%,1020 mbar,1 km/h,NNW
"Sunday, 1 November 2015, 12:00 — 18:00",29 / 26 °C,Scattered clouds,33%,1016 mbar,9 km/h,NNW
"Sunday, 1 November 2015, 18:00 — 00:00",25 / 21 °C,Passing clouds,54%,1017 mbar,2 km/h,WNW
"Monday, 2 November 2015, 00:00 — 06:00",21 / 17 °C,Clear,71%,1018 mbar,0 km/h,N
"Monday, 2 November 2015, 06:00 — 12:00",26 / 16 °C,Fog,70%,1019 mbar,1 km/h,E
"Monday, 2 November 2015, 12:00 — 18:00",28 / 26 °C,Scattered clouds,45%,1016 mbar,7 km/h,NNW
"Monday, 2 November 2015, 18:00 — 00:00",25 / 20 °C,Clear,59%,1017 mbar,2 km/h,NNW
"Tuesday, 3 November 2015, 00:00 — 06:00",19 / 16 °C,Fog,79%,1016 mbar,0 km/h,NNW
"Tuesday, 3 November 2015, 06:00 — 12:00",26 / 16 °C,Scattered clouds,71%,1018 mbar,1 km/h,SSW
"Tuesday, 3 November 2015, 12:00 — 18:00",29 / 25 °C,Haze,43%,1015 mbar,5 km/h,W
"Tuesday, 3 November 2015, 18:00 — 00:00",25 / 21 °C,Clear,64%,1015 mbar,1 km/h,ESE
"Wednesday, 4 November 2015, 00:00 — 06:00",20 / 17 °C,Clear,77%,1014 mbar,3 km/h,SE
"Wednesday, 4 November 2015, 06:00 — 12:00",21 / 18 °C,Scattered clouds,78%,1015 mbar,10 km/h,E
"Wednesday, 4 November 2015, 12:00 — 18:00",24 / 21 °C,Scattered clouds,65%,1011 mbar,13 km/h,E
"Wednesday, 4 November 2015, 18:00 — 00:00",21 / 19 °C,Fog,79%,1013 mbar,8 km/h,E
"Thursday, 5 November 2015, 00:00 — 06:00",19 / 16 °C,Passing clouds,87%,1012 mbar,9 km/h,E
"Thursday, 5 November 2015, 06:00 — 12:00",25 / 16 °C,Scattered clouds,70%,1014 mbar,8 km/h,ESE
"Thursday, 5 November 2015, 12:00 — 18:00",26 / 21 °C,Scattered clouds,50%,1012 mbar,18 km/h,NE
